
PLUGINS [ 413 ]

Packages table
--------------

+-------+--------------------------+-----------------------------+---------------+---------------+---------+
| Count | Name                     | Slug                        | Version       | Installed     | Enabled |
| 374   | NextGen Content Edit...  | nextgen-editor              | v1.1.18       | not installed |         |
| 375   | Timeline                 | timeline                    | v2.2.0        | not installed |         |
| 376   | SVG Extension            | svg-extension               | v1.1.0        | not installed |         |
| 377   | Related Pages            | relatedpages                | v1.2.5        | not installed |         |
| 378   | Admin Addon Revision...  | admin-addon-revisions       | v2.0.0        | not installed |         |
| 379   | TecArt Search            | tecart-search               | v0.1.8        | not installed |         |
| 380   | TecArt Cookie Manage...  | tecart-cookie-manager       | v0.1.12       | not installed |         |
| 381   | Hotjar                   | hotjar                      | v1.0.1        | not installed |         |
| 382   | Lightbox Gallery         | lightbox-gallery            | v1.0.6        | not installed |         |
| 383   | TecArt Media             | tecart-media                | v0.1.1        | not installed |         |
| 384   | Add Page By Form         | add-page-by-form            | v3.3.0        | not installed |         |
| 385   | Feed                     | feed                        | v1.10.0       | not installed |         |
| 386   | Markdown Collapsible     | markdown-collapsible        | v1.0.2        | not installed |         |
| 387   | Sitemap                  | sitemap                     | v5.0.0        | not installed |         |
| 388   | Flex Objects             | flex-objects                | v1.3.6        | not installed |         |
| 389   | Gantry 5 Framework       | gantry5                     | v5.5.17       | not installed |         |
| 390   | AboutMe                  | aboutme                     | v1.2.3        | not installed |         |
| 391   | Translate Date           | translate-date              | v0.4.0        | not installed |         |
| 392   | Twig Extensions          | twig-extensions             | v1.2.2        | not installed |         |
| 393   | Events                   | events                      | v1.1.9        | not installed |         |
| 394   | MailerSend               | mailersend                  | v1.0.3        | not installed |         |
| 395   | Form                     | form                        | v7.3.0        | not installed |         |
| 396   | Login                    | login                       | v3.7.7        | not installed |         |
| 397   | SVG Icons                | svg-icons                   | v2.5.1        | not installed |         |
| 398   | nReach Livechat          | nreach-livechat             | v1.0.1        | not installed |         |
| 399   | TecArt Jira Login        | tecart-jira-login           | v0.1.3        | not installed |         |
| 400   | TecArt Session Login     | tecart-session-login        | v1.0.2        | not installed |         |
| 401   | Shortcode External C...  | shortcode-external-caller   | v0.2.0        | not installed |         |
| 402   | Conditional fields       | conditional-fields          | v1.0.1        | not installed |         |
| 403   | Webp                     | webp                        | v1.4.6        | not installed |         |
| 404   | Algolia Pro              | algolia-pro                 | v1.0.15       | not installed |         |
| 405   | Pagination               | pagination                  | v1.4.6        | not installed |         |
| 406   | All in One Accessibi...  | allinoneaccessibility       | v1.0.2        | not installed |         |
| 407   | staticmath               | staticmath                  | v1.0.3        | not installed |         |
| 408   | Image Optimize           | image-optimize              | v1.0.3        | not installed |         |
| 409   | Mermaid Diagrams         | mermaid-diagrams            | v1.4.0        | not installed |         |
| 410   | Seo Magic                | seo-magic                   | v5.2.1        | not installed |         |
| 411   | Admin Addon Media Me...  | admin-addon-media-metadata  | v1.2.3        | not installed |         |
| 412   | Admin Panel              | admin                       | v1.10.45      | not installed |         |
| 413   | GetId3                   | get-id3                     | v1.0.6        | not installed |         |
+-------+--------------------------+-----------------------------+---------------+---------------+---------+

THEMES [ 119 ]

Packages table
--------------

+-------+--------------------------+------------------------+----------+---------------+---------+
| Count | Name                     | Slug                   | Version  | Installed     | Enabled |
+-------+--------------------------+------------------------+----------+---------------+---------+
| 1     | Foundation               | foundation             | v1.0.0   | not installed |         |
| 2     | Identity                 | identity               | v1.1.0   | not installed |         |
| 3     | Lens                     | lens                   | v1.1.0   | not installed |         |
| 4     | Materialize              | materialize            | v1.3.8   | not installed |         |
| 5     | Minimalist               | minimalist             | v1.0.0   | not installed |         |
| 6     | Prickly Pear             | pricklypear            | v1.0.2   | not installed |         |
| 7     | Library                  | library                | v0.4.4   | not installed |         |
| 8     | Saba                     | saba                   | v1.0.0   | not installed |         |
| 9     | MilliGrav                | milligrav              | v0.0.1   | not installed |         |
| 10    | BootGrav                 | bootgrav               | v0.3     | not installed |         |
| 11    | Bones Vanilla            | bones-vanilla          | v0.5.2   | not installed |         |
| 12    | Bones                    | bones                  | v0.5.2   | not installed |         |
| 13    | Tintamarre               | tintamarre             | v1.0.0   | not installed |         |
| 14    | Alpha                    | alpha                  | v2.0.2   | not installed |         |
| 15    | Parallelism              | parallelism            | v2.0.2   | not installed |         |
| 16    | Cardstack                | cardstack              | v1.1.3   | not installed |         |
| 17    | Gravi-k                  | gravi-k                | v0.0.1   | not installed |         |
| 18    | Purity                   | purity                 | v0.5.5   | not installed |         |
| 19    | Aerial                   | aerial                 | v2.0.4   | not installed |         |
| 20    | Cascade                  | cascade                | v0.1.8   | not installed |         |
| 21    | Machine                  | machine                | v2.0.6   | not installed |         |
| 22    | Masonry                  | masonry                | v1.5.0   | not installed |         |
| 23    | Developer                | developer              | v2.2.0   | not installed |         |
| 24    | Tikva                    | tikva                  | v0.1.7   | not installed |         |
| 25    | zSimplex                 | zsimplex               | v2.2.1   | not installed |         |
| 26    | UIKit                    | uikit                  | v1.1.0   | not installed |         |
| 27    | Gravnd Zero              | gravnd-zero            | v0.1.0   | not installed |         |
| 28    | Generallax               | generallax             | v0.1.0   | not installed |         |
| 29    | Simple Dark              | simple-dark            | v0.1.0   | not installed |         |
| 30    | PRIME                    | prime                  | v1.0.0   | not installed |         |
| 31    | Story                    | story                  | v1       | not installed |         |
| 32    | Introspect               | introspect             | v1.0.1   | not installed |         |
| 33    | QBee                     | qbee                   | v1.0.0   | not installed |         |
| 34    | Brilliant Resume         | brilliant-resume       | v1.0.5   | not installed |         |
| 35    | Hola                     | hola                   | v1.1.2   | not installed |         |
| 36    | Portfolio                | portfolio              | v0.3.1   | not installed |         |
| 37    | pluspunkt                | pluspunkt              | v1.2.0   | not installed |         |
| 38    | Bulma Portfolio          | bulma-portfolio        | v0.1.7   | not installed |         |
| 39    | Traveler                 | traveler               | v1.1.0   | not installed |         |
| 40    | Future                   | future                 | v1.0.8   | not installed |         |
| 41    | Simplicity               | simplicity             | v1.0.3   | not installed |         |
| 42    | Hotdoy                   | hotdoy                 | v1.7.18  | not installed |         |
| 43    | Webfolio                 | webfolio               | v1.7.0   | not installed |         |
| 44    | Klb4                     | klb4                   | v1.2.2   | not installed |         |
| 45    | Knowledge Base           | knowledge-base         | v2.1.1   | not installed |         |
| 46    | uPMORph online soon      | upmorph-online-soon    | v2020.17 | not installed |         |
| 47    | Bootstrap4               | bootstrap4             | v1.2.1   | not installed |         |
| 48    | Agency                   | agency                 | v1.5.1   | not installed |         |
| 49    | Antimatter               | antimatter             | v2.2.1   | not installed |         |
| 50    | Boxify                   | boxify                 | v1.2.1   | not installed |         |
| 51    | Cacti                    | cacti                  | v1.4.1   | not installed |         |
| 52    | Ceevee                   | ceevee                 | v1.4.1   | not installed |         |
| 53    | Deliver                  | deliver                | v1.7.1   | not installed |         |
| 54    | Halcyon                  | halcyon                | v1.2.1   | not installed |         |
| 55    | HPSTR                    | hpstr                  | v1.6.1   | not installed |         |
| 56    | Landio                   | landio                 | v1.4.1   | not installed |         |
| 57    | Mediator                 | mediator               | v1.5.1   | not installed |         |
| 58    | Notepad                  | notepad                | v1.4.0   | not installed |         |
| 59    | Photographer             | photographer           | v1.5.0   | not installed |         |
| 60    | Pinpress                 | pinpress               | v1.4.1   | not installed |         |
| 61    | Receptar                 | receptar               | v1.4.0   | not installed |         |
| 62    | Resume                   | resume                 | v1.3.1   | not installed |         |
| 63    | Saturn                   | saturn                 | v1.7.1   | not installed |         |
| 64    | SoraArticle              | soraarticle            | v1.5.1   | not installed |         |
| 65    | Striped                  | striped                | v2.3.1   | not installed |         |
| 66    | Twenty                   | twenty                 | v1.7.1   | not installed |         |
| 67    | TwentyFifteen            | twentyfifteen          | v1.3.1   | not installed |         |
| 68    | Woo                      | woo                    | v1.3.1   | not installed |         |
| 69    | Afterburner2             | afterburner2           | v1.8.1   | not installed |         |
| 70    | Bootstrap                | bootstrap              | v1.7.1   | not installed |         |
| 71    | Lingonberry              | lingonberry            | v1.2.1   | not installed |         |
| 72    | Highlights               | highlights             | v1.0.3   | not installed |         |
| 73    | Tutorial                 | tutorial               | v1.0.1   | not installed |         |
| 74    | Learn2                   | learn2                 | v1.8.2   | not installed |         |
| 75    | Gateway                  | gateway                | v1.4.1   | not installed |         |
| 76    | X-Corporation            | x-corporation          | v1.3.1   | not installed |         |
| 77    | Rana                     | rana                   | v1.0.1   | not installed |         |
| 78    | Sidewalk                 | sidewalk               | v0.0.6   | not installed |         |
| 79    | Minimaxing               | minimaxing             | v0.2.3   | not installed |         |
| 80    | Afterblog                | afterblog              | v0.9.0   | not installed |         |
| 81    | Quark                    | quark                  | v2.0.4   | installed     | enabled |
| 82    | darkquark                | darkquark              | v1.0.6   | not installed |         |
| 83    | Hypertext                | hypertext              | v2.2.7   | not installed |         |
| 84    | Whoami                   | whoami                 | v2.1.2   | not installed |         |
| 85    | Chalk                    | chalk                  | v0.4.1   | not installed |         |
| 86    | Solarize                 | solarize               | v0.1.6   | not installed |         |
| 87    | Landed                   | landed                 | v0.1.5   | not installed |         |
| 88    | Vela                     | vela                   | v1.2.3   | not installed |         |
| 89    | Multiverse               | multiverse             | v2.0.0   | not installed |         |
| 90    | Appi                     | appi                   | v2.0.1   | not installed |         |
| 91    | Mache                    | mache                  | v1.0.8   | not installed |         |
| 92    | Clean Blog               | clean-blog             | v2.0.0   | not installed |         |
| 93    | Quark Open Publishin...  | quark-open-publishing  | v2.3.1   | not installed |         |
| 94    | Grav Coder               | grav-coder             | v0.1.10  | not installed |         |
| 95    | Tail Land                | tail-land              | v0.1.0   | not installed |         |
| 96    | Learn2 Git Sync          | learn2-git-sync        | v1.6.7   | not installed |         |
| 97    | Bootstrap4 Open Matt...  | bootstrap4-open-matter | v3.8.2   | not installed |         |
| 98    | Big Picture              | big-picture            | v3.0.1   | not installed |         |
| 99    | Digital Scholarship      | digital-scholarship    | v1.0.0   | not installed |         |
| 100   | Fresh                    | fresh                  | v0.6     | not installed |         |
| 101   | Tail                     | tail                   | v1.6.0   | not installed |         |
| 102   | Scholar                  | scholar                | v3.0.5   | not installed |         |
| 103   | Hyde                     | hyde                   | v0.2.2   | not installed |         |
| 104   | Project Space            | project-space          | v2.0.5   | not installed |         |
| 105   | Hereditor                | hereditor              | v2.0.0   | not installed |         |
| 106   | Patron                   | patron                 | v1.0.2   | not installed |         |
| 107   | Hydrogen                 | g5_hydrogen            | v5.5.17  | not installed |         |
| 108   | Helium                   | g5_helium              | v5.5.17  | not installed |         |
| 109   | MDUX                     | mdux                   | v1.0.0   | not installed |         |
| 110   | Nucleare                 | nucleare               | v1.1.8   | not installed |         |
| 111   | Material Lite            | material-lite          | v0.6     | not installed |         |
| 112   | Akazie Wood              | akazie-wood            | v0.9.983 | not installed |         |
| 113   | Casper 2                 | casper                 | v1.0.2   | not installed |         |
| 114   | Medium                   | medium                 | v2.0.7   | not installed |         |
| 115   | Telephasic               | telephasic             | v1.0.7   | not installed |         |
| 116   | Editorial                | editorial              | v2.0.6   | not installed |         |
| 117   | Typhoon                  | typhoon                | v2.4.5   | not installed |         |
| 118   | Future 2021              | future2021             | v1.3.2   | not installed |         |
| 119   | Mundana                  | mundana                | v1.2.0   | not installed |         |
+-------+--------------------------+------------------------+----------+---------------+---------+

